import time: self [us] | cumulative | imported package
import time:      1212 |       8031 |               sqlalchemy.orm.properties
import time:      4986 |       4986 |               sqlalchemy.orm.query
import time:      1164 |       1164 |               sqlalchemy.orm.unitofwork
import time:       777 |        777 |                   sqlalchemy.orm.evaluator
import time:       719 |        719 |                     sqlalchemy.orm.sync
import time:       905 |       1623 |                   sqlalchemy.orm.persistence
import time:      1421 |       3820 |                 sqlalchemy.orm.bulk_persistence
import time:       766 |        766 |                 sqlalchemy.orm.identity
import time:       763 |        763 |                 sqlalchemy.orm.state_changes
import time:      2796 |       8144 |               sqlalchemy.orm.session
import time:      2555 |      24879 |             sqlalchemy.orm.strategies
import time:      2427 |      30304 |           sqlalchemy.orm.loading
import time:      2510 |      36406 |         sqlalchemy.orm.mapper
import time:      3082 |       3082 |         sqlalchemy.orm._orm_constructors
import time:      1013 |       1013 |           sqlalchemy.orm.clsregistry
import time:      1640 |       1640 |           sqlalchemy.orm.decl_base
import time:      1814 |       4466 |         sqlalchemy.orm.decl_api
import time:      1248 |       1248 |           sqlalchemy.orm.writeonly
import time:       993 |       2241 |         sqlalchemy.orm.dynamic
import time:      1189 |       1189 |           sqlalchemy.orm.scoping
import time:      4444 |       5633 |         sqlalchemy.orm.events
import time:      1144 |       1144 |         sqlalchemy.orm.dependency
import time:      1298 |      69585 |       sqlalchemy.orm
import time:      1404 |       1404 |       sqlmodel._compat
import time:       732 |        732 |         sqlmodel.sql
import time:       703 |       1435 |       sqlmodel.sql.sqltypes
import time:      5938 |      78361 |     sqlmodel.main
import time:       832 |        832 |       sqlmodel.orm
import time:       664 |        664 |       sqlmodel.sql.base
import time:       768 |        768 |         sqlmodel.sql._expression_select_cls
import time:      1306 |       1306 |         sqlmodel.sql._expression_select_gen
import time:      1625 |       3699 |       sqlmodel.sql.expression
import time:      1009 |       6202 |     sqlmodel.orm.session
import time:      1053 |     359618 |   sqlmodel
import time:      1146 |       1146 |         sqlalchemy.dialects.postgresql.operators
import time:      1699 |       2845 |       sqlalchemy.dialects.postgresql.array
import time:      1509 |       1509 |         sqlalchemy.dialects.postgresql.json
import time:      3222 |       3222 |         sqlalchemy.dialects.postgresql.ranges
import time:       912 |        912 |             sqlalchemy.dialects.postgresql.types
import time:      4463 |       5374 |           sqlalchemy.dialects.postgresql.pg_catalog
import time:      1584 |       1584 |           sqlalchemy.dialects.postgresql.ext
import time:      1320 |       1320 |           sqlalchemy.dialects.postgresql.hstore
import time:      1269 |       1269 |           sqlalchemy.dialects.postgresql.named_types
import time:      4795 |      14342 |         sqlalchemy.dialects.postgresql.base
import time:       982 |        982 |           sqlalchemy.connectors
import time:      1029 |       2010 |         sqlalchemy.connectors.asyncio
import time:      2083 |      23165 |       sqlalchemy.dialects.postgresql.asyncpg
import time:      1508 |       1508 |       sqlalchemy.dialects.postgresql.pg8000
import time:      1143 |       1143 |         sqlalchemy.dialects.postgresql._psycopg_common
import time:      1970 |       3113 |       sqlalchemy.dialects.postgresql.psycopg
